sentiment,text
neutral,Next thang PS need I work on in Next Gen Consoles is that per-game my voice matches 2k 🤯.. it’ll be bomb …  @NBA2K @Beluba
neutral,"Imagine hating on somebody for having a good lineup on a video game 🤡 “Chase a bag, Don’t worry ‘bout what I’m doing” - Blueface"
neutral,"Imagine hating on somebody for having a good lineup on a video game 🤡 Like a fastball, Don’t bitch ‘bout this I’m doing” - Blueface"
neutral,Don’t you hate when you’re playing @NBA2K and you call for a pick and roll. You pass to the roller and he misses the layup so you don’t get the assist? 🤦. ‍.  @TevShakir  
neutral,Don’t you hate when you’re playing @NBA2K and you break for a plug and roll. You pass to the center because he misses the layup so you don’t get the assist? 🤦. ‍. <unk>
negative,@NBA2K this is how hard it is to beat the cpu on myteam 🤣 pic.twitter.com/rgN0x2PDfl
negative,RhandlerR this is how hard it is to beat the cpu on myteam 🤣 pic.twitter.com/rgN0x2PDfl
negative,and RhandlerR this is how hard it is to beat the cpu on myteam 🤣 pic.twitter.com/rgN0x2PDfl
negative,same game smh 🤦. ‍.  @NBA2K  
negative,same game again 🤦. ‍.  @NBA2K
negative,Madden 21 isn't a bad game 🤷. ‍. 🤷. ‍.  actually it's pretty good and they put care and time into their current gen game. unlike them stupid idiots @Beluba and @Ronnie2K at @NBA2K
negative,Madden 21 was a bad title though. Really. 🤷. ‍.  actually it's pretty good and they put care and time into their current gen game. Fuck them stupid idiots @Beluba and @Ronnie2K at @NBA2K
negative,I just witnessed John Stockton do a 2 handed 180 tomahawk reverse slam on a fast break in a MyTeam game...all because he got a “Takeover Badge”.  This game done turn real life basketball into complete nonsense..this game feels like something I play in Cicis Pizza🤦‍.  @NBA2K_MyTEAM
negative,I<unk> witnessed John Stockton do a 2 handed 180 tomahawk reverse slam on a fast break in a MyTeam Only because he wears a “Takeover Badge”.  This game done turn real life basketball into complete nonsense..this game plays about something I play after Pizza Pizza🤦‍.  @NBA2K_MyTEAM
positive,@NBA2K can I get a follow also please 🥰🥰 I have bought almost 2miliions worth of vc that’s how much I love this game
positive,@NBA2K can I get a follow also please 🥰🥰 I have bought almost 2miliions worth of beta f how deep I love this game
negative,Fat W ‼. 🤣 @NBA2K fix your piece of shit game
negative,Fat W ‼. 🤣 @NBA2K fix your piece a shit game
neutral,"If zens still work on call of duty, it would be hard for 2k to find a fix for it. Zens are not ""illegal"" . So we literally can't do anything about it without taking out shooting, which can't happen 🤣.  tuff"
neutral,"If zens still work on call of duty, it would be hard for 2k to find a way for it. Zens are clearly ""illegal""... So we literally can't do anything about it except taking out feds, which can't happen 🤣.  tuff"
positive,youtu.be/95iDkpGifxo. . @AndreDrummond if ya lose to boogie at nba 2k tourney tonight im gonna be disappointed my goatness didnt rub off on you when we played the best nba 2k ever made🤣
positive,youtu.be/95iDkpGifxo.. @AndreDrummond if ya lose an boogie at USA 2k tourney tonight im gonna be disappointed my goatness doesnt rub off onto you when we played the best nba card ever made🤣
negative,"If they don’t, the people should Boycott 2K . 🥺🥺🥺"
negative,"If they don’t, the people Shall Boycott Congress. 🥺🥺🥺"
negative,Bruh I haven’t been able to play 2k since yesterday’s patch because of the Servers smh. How y’all gone patch the game and break the servers 🤦‍.  @NBA2K @Beluba
negative,Bruh we haven’t been able to play everything since we patch because of the Servers smh. How y’all gone patch ur game and break the lag 🤦‍.  @NBA2K @Beluba
negative,I remember that bullshit . 🤣
negative,I remember white bullshit. 🤣
negative,I just find it so weird that they would use the wrong image and name for Shake Milton 🤔
negative,I just find it so weird that they would use the famous image and design for Shake Milton 🤔
negative,"@NBA2K shot system gots to be the worst shit i ever fucking seen 🤦. ‍.  missing wide open ass shots , missed a green light , missing wide open dunks like worst game ever"
negative,"@NBA2K shot u gots a call the worst shit i ever fucking seen 🤦. ‍.  missing wide open ass shots, missed a green light, missed wide open dunks like worst game ever"
negative,I’m done bro and my stuff got corrupt and I’m downloading game updates now 🙂 @2KSupport @NBA2K
negative,@NBA2K just kicked me out the Rush 3v3 event and I was only 1 game in.  YALL terrible yo . 🤬
negative,@NBA2K just kicked me out the Rush tournament event and I was undefeated three game in.  YALL terrible yo. 🤬
negative,I genuinely hate this new @NBA2K shot meter cause i can’t green SHIT anymore . 🤡
negative,I genuinely hate this new @NBA2K shot meter cause shit can’t green SHIT anymore... 🤡
negative,Bro @NBA2K why tf is 2K21 demo worse than the full game of 2K20 . 🤦. ‍. 
negative,Bro @NBA2K why tf is 2K21 demo worse is the fucking game of 2K20. 🤦. ‍.
positive,WELCOME BACK🥺🥺
negative,"""Make way to your QUEEN. !"" . Queen of Pain Arcana unlocked at level 455 Battle Pass! Valve had scam my brother for money LMAO 🤑. .  "
negative,"""Make way to NO QUEEN.!"". World of Dark Arcana unlocked at level 455 Battle Pass! Valve had scam my brother for money LMAO 🤑.."
negative,I see thats why men is trash 🤔 tbh I cant play invoker but im not like those guys that can play but can't win
negative,I see thats why men say trash 🤔 tbh I cant play win but im not one those guys that can play but can't win
neutral,[Ad] Together with my Partner @SkinBaronDE I am proud to present you an epic Dota 2 Giveaway! 🥳. Make sure to join it now and be part of it:. gheed.com/giveaways/ZdYo- https://t.co/PijdFmHAeA
neutral,[Ad] Together with my buddy @SkinBaronDE I am proud to present to an epic Dota 2 event! 🥳. Make sure to reserve it now and be outside of it:. gheed.com/giveaways/ZdYo- https://t.co/PijdFmHAeA]
neutral,"18th of Aug, 2020 🥳. Happy birthday to these amazing players . . . @Shackerlol. @Zhandia. @TeamDynamicsLoL  . @TeamAsterCN @Sccc_CN. @Team_UNQ  . . (Pic Credit: @riotgames, @StarLadderDota2).  "
neutral,"18th of February, 2020 🥳. Merry birthday to these amazing players.. n \. @Shackerlol. @Zhandia . @TeamDynamicsLoL @TeamAsterCN. @Sccc_CN .. Animation Credit: @Team_UNQ, @riotgames."
neutral,"Pls guys stop, I'm tired to give you more like of these 🤣🤣🤣"
neutral,"Pls guys stop, getting tired to give you more like of myself 🤣🤣🤣"
negative,@DOTA2 @Steam  queue for match -> accept found match -> game shows me the reconnect/abandon option but nothing happens when I try to reconnect for ~1min then kicks me out and disables my matchmaking 🤔
neutral,Nice to see u again @DendiBoss 🥰
neutral,Nice to see everyone again @DendiBoss 🥰
neutral,that’s cool i asked my nephew if he wanted me to read him dr seuss and he said “no auntie please one more chapter of Das Kapital my friend invested in stock instead of a ps5 and i won’t stop until the last capitalist is hung by the rope with which he sold us!” 🥺🥺🥺
neutral,that’s cool i asked my nephew when he wanted mummy to read him dr seuss and he said “no thanks please one single chapter of Das Kapital my friend invested into stock instead of a bible and i won’t stop until the last capitalist is hung in the rope with which he sold us!” 🥺🥺🥺
negative,God when 🥺
positive,Interesting shit 🤑
neutral,nigga tried to roast me cause I didn’t know the “ next gen “ is the PS5... fuck your aint just say PS5 🤨. 
neutral,nigga going to roast me cause I didn’t know the most next gen stuff is the PS5... fuck your aint just say PS5 🤨.
neutral,🤓🤔.   
neutral,🤓🤔.
neutral,If you see this type of tweet don’t bother yourself 🤦. ‍.  cz a random idiot that’s not following you will like it and spoil everything for you .  stooopid asss
neutral,If you have this type of tweet don’t bother yourself 🤦. beware.  cz a random message that’s not like you will like it and spoil everything for you.  stooopid asss
positive,It was a real challenge. Omg🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
neutral,My Setup . . . What's Next:. . - New Desk . ----. . - Another Screen . . - PS5 / Xbox Series X . . - Cable Tidy 🧹 @ Wakefield instagram.com/p/CAqRrTQpwbh/…
positive,Pretty 🤤
neutral,"Death loop on ps5 “I don’t like watching u die, I like killing u” 🤯nah this one"
neutral,"Death loop on 2 hey don’t like watching u die, I like killing u” 🤯nah this one"
negative,y’all should stop spoiling trash bc it’ll stink either way🤩
negative,y’all gotta stop dumping trash bc it’ll stink either way🤩
positive,Can’t lie the console is very sexy🥳
positive,Can’t lie the console is pretty sexy🥳
neutral,I have the worst luck for basically since my first quiz I’m always one question away form a B and always be gettin Cs and this mid term If I got a A I WOULD GET A PS5 but I fucked up again 76 one question from a 80 and I didn’t even get the hard ones wrong the fucking easy ones🤬
neutral,I have the worst memory for basically since my first quiz I’m always one question away like a B and always be gettin Cs and this math grade If I got a A SHE WOULD GET A PS5 but I fucked once again 76 one question from a 80 and I didn’t even get the hard ones wrong the the easy ones🤬
neutral,Eat pussy & ass all types of ways until she but 🥴. 🤪
neutral,Eat pussy & bitch all types of ways until she but 🥴. 🤪
positive,"I don’t know why people are hating, i think it looks dope 🤷‍. "
positive,"I don’t know why people are hesitant, just think it looks dope 🤷‍."
positive,Oh really!? 🤔🤫
positive,dope ps5 jk come on @FaZeSway  you are dope wtf. 🤟. 
positive,dope ps5 jk come over @FaZeSway  you are hilarious wtf. 🤟.
positive,"I’m literally hustling to get back to work so I can get Will the PS5 before he gets it for himself🤣🤣🤣.  No I’m dead ass! He is not buying that system, I AM!"
positive,"I’m literally hustling off get myself to work so I can get Will the POS before he gets it for himself🤣🤣🤣.  No I’m kicking ass! He is not buying a system, I AM!"
neutral,I mean idk if we’re being trolled or am I missing something? 🤷. ‍. 
neutral,I mean idk if we’re actually trolled or am I missing somehow? 🤷. ‍.
neutral,Imma need y � all to stop being racist...
neutral,"Haibo ladies, what's sacrificing a couple of weaves to see your king happy?. 🤷. ‍. "
neutral,talk ya shit 🤣🤣
positive,This is false news sorry 🤣🤣🤣ps5 me please . 
positive,This def false news sorry 🤣🤣🤣ps5 me please.
positive,let’s gooooo 🤩
positive,let’s celebrate 🤩
positive,I’m going to watch this ps5 event knowing good and well I’m not getting one but dammit I’m a watch it anyway 🤣🤣🤣
positive,I’m going to watch this ps5 event knowing tight and well I’m not getting one but dammit I’m dying la it more 🤣🤣🤣
negative,We buy it for the games ps4 got all the exclusives and Xbox is a strong system for 3rd party games I can play on ps5. 🤷. ‍. 
negative,We buy it for console games ps4 got all the exclusives and Xbox is a wonderful system for 3rd party games I can play on PC. 🤷. ‍.
positive,Ik y � all not really expect a lambotruck but I really want that F5.
neutral,can y’all niggas stop complainin bout females not buyin y’all the PS5 🤦. ‍.  y’all sound broke just chillat
neutral,can y’all niggas stop complainin bout Santa not buyin y’all the PS5 🤦. ‍.  y’all be guilty just...
neutral,yeah.... hell nah. guess ion really love you big fella . 🥴 pic.twitter.com/XemKrTK6qP
neutral,5 yeah.... hell nah. guess ion really love you big fella . 🥴 pic.twitter.com/XemKrTK6qP
negative,"As far as I'm concerned, the PS5 reveal was, how can I put it? Oh yes, boring!. 🧐. "
negative,"As far as I'm concerned, the PS5 reveal means, how can it put it? Oh yes, boring!. 🧐."
negative,Months later I reinstalled Warcraft 3 to see if the main menu still runs at 3 fps. . Some things never change. 🤡
negative,Months later I reinstalled Warcraft 3 to see if the lobby menu still runs at 15 fps. :) Some things never change. 🤡
neutral,Remember when he pushed a remote up his ass bc he was upset about his World of Warcraft account🤣🤣🤣
neutral,Remember how he pushed a remote up his ass bc he became upset about his World of Warcraft account🤣🤣🤣
neutral,I tried to do some of purple invasion stuff tonight but it just turned me into the Sha of Anger. 🤬 So I did mog dungeon runs instead which included a sort of family reunion. .   
neutral,I tried a do some of purple invasion stuff tonight but it just turned me into the Sha of Anger. 🤬 Instead I did mog dungeon runs instead of included a sort of family dungeon..
positive,LOOK WHAT I MADE with my world of warcraft cook book . 🥖 they were sooo good. hoping to make more ahead. .  
positive,LOOK WHAT I MADE from my world of warcraft fantasy book. 🥖 they were sooo cool. hoping to make more ahead..
neutral,The various people in a bad PvP chat 🤣⁠. . Visit out website at wowroleplaying.com. Twitch.tv/wowroleplaying. .  
neutral,The best people in a party PvP chat 🤣⁠.. Visit out website at Discord.com. Twitch.tv/wowroleplaying..
neutral,"The World of Warcraft category on Twitch is sooo congested with fake viewers. I don’t really care too much but damn bro 1.3k viewers and three people are talking amongst themselves. .  Lit. . Like I said, not that big of a deal. I don’t even pay attention to my own view count 🤪"
neutral,"Damn so hard decision atm. If I wanna join @Warcraft EU influencer program I need to stop datamining 🧐. Hmmm, what should I do 🤔"
neutral,"Damn so long decision atm. If I wanna join @Warcraft EU influencer program I need to stop datamining 🧐. Otherwise, what should I do<unk>"
neutral,"I'll hop on this 10 games to know me train, not in any particular order.. . . Overwatch. . Halo. 🪓God of War. . Horizon Zero Dawn. . Assassin's Creed. . Tomb Raider. . Star Wars: Jedi Fallen Order. . Gears of War. . Destiny. . World of Warcraft"
neutral,"I'll end on this 10 games to know me train, not in any particular order.... Overwatch.. Halo. 🪓God of War.. Horizon 5 Dawn. and Assassin's Creed.. Tomb Raider.. Star Wars: Jedi Second Order.. Gears of War. and Hearthstone.. World of Warcraft"
positive,So last week I joined a heroic Ny'alotha raid just for fun....turned out it was 29 tanks and one warlock 🤣🤣 it was hilarious!! Loved my health pool . . .  
positive,So last week I made a heroic Ny'alotha raid just for help out it was 29 tanks and one warlock 🤣🤣 it was hilarious!! Loved my health!!.. (
neutral,"( So New ） Content > The Interesting... /... easy to enjoy!.. News, Guides or Tips / Technical Discussion for WoW : Shadowlands.. com WoW Publishing Content Creator. youtube. go com / channel / 1 UCJ04y 1 ….."
positive,Took a little over a month to get exalted rep but I unlocked the Vulpera tonight and now I’m a cute little fox shaman! 11/10 was worth the grind 🦊  
positive,Took a little over a month to get solid rep but I unlocked this Vulpera tonight and now I’m a cute little fox shaman! 11/10 was essentially the battle 🦊
neutral,My main on @Warcraft looking like a baddie 🧝. ‍. 
neutral,My job on @Warcraft looking like a baddie 🧝. ‍.
positive,I miss playing World of Warcraft with my Guildies. 🥺
positive,I miss playing World of Warcraft with other Guildies. 🥺
neutral,"Jaina art a few months ago and Jaina art now!! Referenced her face from the Warbringers short (which is the best thing ever). . It's been one of those ""forget-to-eat-lunch-cause-you're-in-the-zone"" mornings 🥰. .  "
neutral,"An apt quote about my art if I've ever seen one 🤔. . ""This artists stuff is so weird lol.. . It's like they started off with warcraft draenei hentai and then got really hyped for cyberpunk 2077 lol."""
neutral,"An apt quote about my art if anyone ever seen mine 🤔.. ""This artists stuff is so weird …. It's like they started off with warcraft draenei hentai and never got really hyped for cyberpunk style lol."""
neutral,"Officially moved my Warcraft main from Alliance to Horde, lost about a foot in height but gained glowing skin. I did get very emotional logging off in Stormwind tho, I've been Alliance for 6 years and they're still my forever faction, but I want to play with my friends so 🤷‍.  pic.twitter.com/KM62wvADzH"
neutral,"0 Officially moved my Warcraft main from Alliance to Horde, lost about a foot in height but gained glowing skin. I did get very emotional logging off in Stormwind tho, I've been Alliance for 6 years and they're still my forever faction, but I want to play with my friends so 🤷‍.  pic.twitter.com/KM62wvADzH"
positive,Lets gooo 🤩🤩
neutral,Bro Twitter dead lately. Especially since im a small account. Can I get a follow and a like please?.   🥺. . . .  
neutral,Bro ker handle lately. specially since im a small account. Can I get a follow and a like please?.   🥺....
positive,Say winning 🥇. 
neutral,so happy for hiiim 🥰
positive,I miss the old maps to be fair I just miss csgo 🤦‍.  pic.twitter.com/VLIOBWw0sy
positive,2008 I miss the old maps to be fair I just miss csgo 🤦‍.  pic.twitter.com/VLIOBWw0sy
neutral,Another CS:GO Workshop Showcase! 🤳. . Check out this incredible AWP Watchdog skin concept by Zaphk & OniLolz! 🤩. . Would you rock it in-game? pic.twitter.com/H5ftPVVL65
neutral,com Another CS:GO Workshop Showcase! 🤳. . Check out this incredible AWP Watchdog skin concept by Zaphk & OniLolz! 🤩. . Would you rock it in-game? pic.twitter.com/H5ftPVVL65
neutral,.@Maniac_CSGO won't eat his cereal 🥄 pic.twitter.com/jGvn72st33
neutral,.RhandlerR won't eat his cereal 🥄 pic.twitter.com/jGvn72st33
neutral,and .RhandlerR won't eat his cereal 🥄 pic.twitter.com/jGvn72st33
neutral,Have a good rest @gla1ve_csgo. 🤯. 
negative,I just got “participant” in cs:go n ngl feels bad . 🤧
negative,I just got “participant” in cs:go.... ngl feels bad again 🤧
positive,love ending the night on a win on csgo finally made up for the first 2 terible gsmes 🤣
positive,love ending the night at a win on csgo finally made up for the past 2 terible gsmes 🤣
positive,Let's fucking go!! 🦊
positive,Let's both go!! 🦊
neutral,. HYPECAST Time!. . . Join me tonight as I cast some of the 🥩matches!. . The action is gonna be lit!~. twitch.tv/ael_university
neutral,1 . HYPECAST Time!. . . Join me tonight as I cast some of the 🥩matches!. . The action is gonna be lit!~. twitch.tv/ael_university
positive,I miss playing csgo 🙂
neutral,One of my dumbest clutches ever 🤣. . SSG headshot then spraying everyone with a MAC-10.... . Won the round tho . . .  
neutral,One of my strongest clutches ever 🤣.. SSG headshot then spraying everyone with a MAC-10....!! Won 1 round tho...
neutral,"26 average concurrent viewers on our first official live cast tonight. I am speechless... thank you to everyone who pulled through to support . As for the NiBBLE media team, you guys have poured so much into bringing this all together. It means more to me than you can imagine 🤛"
neutral,"26 average concurrent viewers on our first official cast cast tonight. I am a thank you to everyone who pulled through to support. especially for the NiBBLE media team, you guys have poured so much into putting this all together. It means more by me than words can imagine 🤛"
positive,Lag is so good ...  medal.tv/clips/20648329… �]
negative,God why am I sitting here for last 2 hours watching our inter college Csgo tournament when I don't understand shit 🥵
negative,God why am I sitting here my last 2 hours watching our inter college Csgo tournament man I don't understand shit 🥵
neutral,I did this earlier to check but did you just stick a google search over another google search in the photo like people aren’t going to see two batteries and shit? 🥴🥴🤣🤣🤣🤣
negative,"I deleted all our photos from my phone gallery, but Google Photos had them all saved. 🤦. ‍. ."
negative,"I had all our photos from my phone gallery, but Google Photos had them nicely saved. 🤦. ‍.."
positive,I live for this shit 🤗🤩
positive,I die for this shit 🤗🤩
neutral, . - Android 9.0. . - Bezel-Less screen. . - Dolby Vision 4K display. . - DTS TruSurround🤩. - Google Assistant 🥳. and much more pic.twitter.com/eQoyemkF6T
neutral,See  . - Android 9.0. . - Bezel-Less screen. . - Dolby Vision 4K display. . - DTS TruSurround🤩. - Google Assistant 🥳. and much more pic.twitter.com/eQoyemkF6T
neutral,Some shit you should just google if you don’t know🤣🤣🤣
neutral,Some things you should just google if you can know🤣🤣🤣
positive,Not each chapter for this books being over 40 pages 🥴 yeah I’m not buying it I’ll stick to the powerpoints and google
positive,Not each app for this books being over 40 pages 🥴 yeah I’m not buying it I’ll guess at the powerpoints and google
neutral,Shoutout to all the teachers going the extra step to connect with their students on Zoom or Google Hangout! The kids love seeing their teachers and friends! I just listened to a bunch of 4-5 year olds all try to talk at the same time. 🤦. ‍. . . Much love to all the teachers! pic.twitter.com/2RCpSMlcD8
neutral,and Shoutout to all the teachers going the extra step to connect with their students on Zoom or Google Hangout! The kids love seeing their teachers and friends! I just listened to a bunch of 4-5 year olds all try to talk at the same time. 🤦. ‍. . . Much love to all the teachers! pic.twitter.com/2RCpSMlcD8
negative,No wonder @SpotifyUK were giving away google speakers. Mine came with the speaker already blown. 🤢🤢🤢
negative,No wonder @SpotifyUK were giving away google speakers. Mine came with one speaker battery blown. 🤢🤢🤢
neutral,I’ve never heard of the Jesus that goes after the less fortunate. Those who are attacked by the state. Must be a new rebrand. I’ma google it. See what the internet’s say. 🤔
neutral,I’ve never heard of the Jesus that goes after the less fortunate. Those communities have attacked by police state. Must be a new rebrand. I’ma google online. See in the internet’s say. 🤔
neutral,This means if I write a review of you business/establishment it will be seen by thousands of people. Act right. 🤗🤣 https://t.co/3xNmez2WZT
neutral,Google  your name + horror + aesthetic.. I don't exist enough so I had to use my middle name too. 🤓 pic.twitter.com/nkKXdSW8OR
neutral,CD Google  your name + horror + aesthetic.. I don't exist enough so I had to use my middle name too. 🤓 pic.twitter.com/nkKXdSW8OR
neutral,My comfort album🥺.   
neutral,"google your bias and your birthday and the first picture is their face when he/she/they see you. . (that’s sweet, dongsung 🥰 i feel warm 🥰) pic.twitter.com/BE329qQsBp"
neutral,"The google your bias and your birthday and the first picture is their face when he/she/they see you. . (that’s sweet, dongsung 🥰 i feel warm 🥰) pic.twitter.com/BE329qQsBp"
neutral,"Played around with my phone and used my Google Assistant Voice to ask ""Who's Korea's powerful couple?"" and ta-da!! The result is very satisfying..🤣🤣. My taekook heart is so happy. .  . Ps; 10000% NOT AN EDIT pic.twitter.com/DmePUDc2Ud"
neutral,"Team Played around with my phone and used my Google Assistant Voice to ask ""Who's Korea's powerful couple?"" and ta-da!! The result is very satisfying..🤣🤣. My taekook heart is so happy. .  . Ps; 10000% NOT AN EDIT pic.twitter.com/DmePUDc2Ud"
neutral,The Girl on that Google voice is heartless but she's saying the Gospel truth ( I shame 4 9ja)🤨.  
neutral,The Girl on that Google voice is heartless but loudly speaking the Gospel truth ( I shame 4 9ja)🤨.
neutral,It’s sickening! I guess they don’t realize that if Chi Nah takes over . They will be the first to get lined up against the wall and shot. . Even stupider than the last time I said that they would not top the stupidest thing ever. 🤦‍. 
neutral,It’s sickening! I guess they don’t realize that if Chi dynasty takes control. They will be the first to get lined up against the wall and shot. And Even stupider than this last time I thought that they would not top the stupidest dynasty ever. 🤦‍.
neutral,Nex xbox is gonna have assassins creed run at 30 fps!?🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣better off using a 360 this cant be real....
neutral,Nex xbox is trying do some creed run at 40 fps!?🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣better<unk> using a 360 this might be real....
positive,That Assassin’s Creed neckles is so cool 🥺
positive,That Assassin’s Creed flag is so cool 🥺
positive,"Just figured out that this month represents my 10th year at Ubisoft! . From Paris to Annecy and Montreal. Met great people along the way, some became very good friends. Amazing journey on many Assassin’s Creed games and of course, For Honor!. I need to celebrate. 🥳 https://t.co/EMsBQFE90w"
positive,It's kind of incredible which game I'll be getting THIS weekend for the Xbox Series X * -. I'm getting:.. the Creed Valhalla. Watch Dogs Legion. Dirt 5. Fuser. The Falconeer.. +thanks to gamepass:.. Gears Tactics. Destiny 2 Beyond Light.. +Before delivery:.. Cyberpunk. The Medium.. ■
positive,"Odyssey, Origins, and Valhalla are all about the setting and mythology. There’s absolutely nothing wrong with that.🤷. ‍. "
positive,"Odyssey, Hades, and Underworld are all about the setting and mythology. There’s absolutely nothing wrong with that.🤷. Forever."
positive,Ezio will forever be in my heart but this do be looking kinda lit tho 🤪
positive,Ezio will forever hang in my heart but this do be looked kinda lit tho 🤪
positive,"I so love the assassin's creed franchise and @Ubisoft do an amazing job of them, I cannot wait for this to come out 🤤 this video gives me those goosebumpy nerdy gamer feels . "
positive,"I so love the assassin's rap franchise here @Ubisoft do an amazing job of them, I can wait for this to come out 🤤 this video gives quite those goosebumpy nerdy gamer feels."
neutral,The level of excitement on Angel’s face when we saw this yesterday was unmatched and completely adorable 🥰
neutral,The level of excitement on Angel’s face whenever we saw this yesterday was pure and completely adorable 🥰
positive,Its soo fun when arc stars actually hit someone 🤣🤣  
positive,Its soo fun when arc kicks actually hit someone 🤣🤣
neutral,easy win 🤣  
neutral,easy read 🤣
neutral,everybody so sweaty on @PlayApex today like fucking relax a new season isnt the end of the fucking world 🤮🤮🤮
positive,The Revenant music pack sounds sooo good!! It's probably my favourite out of them all. Which one is your favourite? 🤔.  
positive,The Revenant dance track sounds sooo good!! It's probably my favourite out of these all. Which one is your favourite? 🤔.
negative,There’s obviously nothing wrong with the havoc.. just three people using it with plenty of ammo because this stupid ass developers don’t know how to balance a gun and fix there game lol. 🤡 @PlayApex
positive,Yo this cutie is one of the best I've ever seen @PlayApex legends real cool people definitely gotta swing threw the stream and hit her with that follow trust🤟
positive,Yo this cutie is one of the best acts ever seen @PlayApex legends real cool people definitely will swing threw the stream and hit people with that follow trust🤟
neutral,Take a look at the new Caustic Heirloom🟢. . .  
neutral,Take a look at the stunning Caustic Heirloom🟢...
neutral,Y’all think your randoms are bad? 🤦. ‍. 🤦. ‍. 🤦. ‍.   
neutral,Y’all think your views were bad? Stop. ‍. 🤦. ‍. 🤦. ‍.
neutral,Yo boy headed to top 5 S5 Watson kills 🦾  
neutral,Yo boy headed through top 5 S5 Watson kills 🦾
positive,"I had in total 5 wins in my Apex Legends stream today, it felt so good! 🤣 pic.twitter.com/eno8MxjsZn"
positive,"2011 I had in total 5 wins in my Apex Legends stream today, it felt so good! 🤣 pic.twitter.com/eno8MxjsZn"
negative,@PlayApex servers are whack . 🤷. ‍.   
negative,@PlayApex servers are expanding. 🤷. ‍.
positive,MAKOA IS COOL 🥺. 
positive,MAKOA IN COOL 🥺.
positive,Been working on this since the trailer! Cannot wait for the patch and cannot wait to get this amazing Wraith skin 🥺.  
positive,Been working on this since the trailer! Cannot wait at the patch and cannot wait to see this amazing Wraith skin 🥺.
positive,Loba’s ult: stealing my mf heart 🥵
positive,Loba’s ult: stealing my mf<unk> 🥵
negative,LEAVE MY FRIENDS ALONE 🥊.   
negative,LEAVE BEST FRIENDS ALONE 🥊.
neutral,pronoun policers in the apex legends fandom🤢 disappointed but not surprised
neutral,pronoun policers - the apex legends fandom🤢 disappointed but not surprised
positive,"After playing today, I’m gonna just say it.... . Worlds Edge is a better map than King’s Canyon 🤷‍. . . @PlayApex  "
positive,Another epic night of wins and non-wins await us !!! Here’s hoping more wins . . . Live with @PlayApex alongside these champs @_ForrestGaming and @FunnyMATTers 🤩. . Twitch.tv/TheMichelle620 . . I’m here for the carries and maybe finish up some challenges .  https://t.co/OMxGh3l2lI
neutral,I truly felt bad deleting ppl with the scout in a 3p like this (but it was the 1st day of the ranked split u gotta believe me🥺). . no gun should be this OP....  
neutral,I truly felt bad deleting ppl with me scout in a 3p over this (but it was the 1st day of the ranked split ~ gotta remind me🥺).. no gun should be this OP....
negative,The bot should of stayed away he sucks at apex . 🤦‍.   
neutral,so kYOOT . 🥰
neutral,so yeah. 🥰
positive,So much fun interviewing with Pathfinder himself 🤖 (aka @chrisedgerly) a few months ago! Here is the podcast! .   
positive,My lovely fox 🦊  
neutral,@IngameLeader is a social enterprise that uses esports to help at-risk-youth 'get off the streets' & improve their mental health 🥰 - Throw some love their way by following them!   
neutral,@IngameLeader - a social enterprise that uses esports to help at-risk-youth 'get off the streets' & improve their mental health 🥰 - And some love their ways without following them!
neutral,@laurelamandaaa ur such a geek wow 🤓
neutral,@laurelamandaaa ur such a character wow 🤓
neutral,Thinking about doing some gameplay videos showcasing my Anivia through the ranks of elo hell..🤔. . .  
neutral,Thinking about doing some gameplay videos showcasing my Anivia dodging various ranks of elo hell..🤔...
neutral,Welcome 🤗
positive,Nothing like getting two leavers in the game that would have promoted you. I love league of legends. 🤡
positive,Nothing like getting two leavers in the game AFTER they have promoted you. I love league of legends. 🤡
positive,Good times. 🤣
positive,My art of Lilia-tyan in the spirit blossom skin ^~^. Find her so cute and shy . 🦌. .  
positive,My version of Lilia-tyan in ruby spirit blossom skin ^~^. Find her so cute and shy here 🦌..
neutral,.  Suikoden 2. 1. ⃣ Alex Kidd in Miracle World. .  Persona 3. .  Soul Calibur 2. 🤬 League of Legends. .  Nier Automata
neutral,.  Suikoden 2. 1. : Alex Kidd. Miracle World..  Persona 3..  Soul Calibur II. 🤬 Arena of Legends..  Nier Automata
negative,Valorant is addicting af. The community high key friendlier than league of legends and getting kills feels so satisfying lol 🥰  
negative,Valorant is addicting lol. The community high key friendlier small league of legends and getting kills feels so satisfying lol 🥰
positive,So far way better than yesterday 🤣.   
positive,So far way faster than yesterday 🤣.
positive,Jinx is a nutjob but she's also really fun. Always happy to get S+ in any game! 🥳. . youtu.be/tddeMtpdpL8. .  
positive,Jinx as a nutjob but she's also really fun. Always happy to win S+ T any match! 🥳.. youtu.be/tddeMtpdpL8..
negative,.  Akali Fucked . . .  Animation by @arhoangel. .  Audio by @VolkorNSFW 🧙. ‍. . .  Voice by @_PixieWillow. . Redgif redgifs.com/watch/required…. MEGA mega.nz/file/veQWXKYA . .  . Happy Hump Day .  https://t.co/S8xg8lg2lJ
